id,dataset,model_name,task_type,gold_answer,n_templates,sens_heuristic,sens_judge,eas,signed_eas,mean_heuristic,mean_judge,stab_sem,effect_role_heuristic,effect_fmt_heuristic,effect_prefix_heuristic,effect_role_judge,effect_fmt_judge,effect_prefix_judge,trizone
arc_338,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_350,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,0.0,0.125,,0.0,0.0,0.0,-0.25,-0.25,0.25,stable
arc_365,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_375,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_389,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_39,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_392,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_393,arc_challenge,llama3.2:3b,mcq,B,8,0.5,0.5,0.0,0.0,0.5,0.5,,0.0,-1.0,0.0,0.0,-1.0,0.0,stable
arc_407,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_411,arc_challenge,llama3.2:3b,mcq,D,8,0.33071891388307384,0.33071891388307384,0.0,0.0,0.125,0.125,,0.25,0.25,0.25,0.25,0.25,0.25,stable
arc_429,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_43,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_432,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,-0.25,0.75,-0.25,stable
arc_433,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_435,arc_challenge,llama3.2:3b,mcq,B,8,0.5,0.0,0.5,0.5,0.5,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,artifact
arc_438,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,-0.25,0.25,-0.25,stable
arc_440,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,-0.25,0.25,-0.25,stable
arc_447,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_449,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_451,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,0.25,0.75,0.25,stable
arc_457,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_460,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_466,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_468,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,0.25,0.25,-0.25,stable
arc_469,arc_challenge,llama3.2:3b,mcq,C,8,0.5,0.5,0.0,0.0,0.5,0.5,,0.0,-1.0,0.0,0.0,-1.0,0.0,stable
arc_471,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_476,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,0.25,0.25,-0.25,stable
arc_487,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,-0.25,0.25,0.25,stable
arc_490,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_493,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_497,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_501,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_505,arc_challenge,llama3.2:3b,mcq,B,8,0.4841229182759271,0.4330127018922193,0.05111021638370783,0.05111021638370783,0.375,0.75,,0.25,0.75,-0.25,0.0,0.0,-0.5,stable
arc_507,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_509,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_51,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_511,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_514,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_538,arc_challenge,llama3.2:3b,mcq,B,8,0.5,0.5,0.0,0.0,0.5,0.5,,0.0,-1.0,0.0,0.0,-1.0,0.0,stable
arc_539,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_54,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_541,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,0.25,0.25,-0.25,stable
arc_542,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,-0.5,stable
arc_546,arc_challenge,llama3.2:3b,mcq,1,8,0.0,0.5,0.5,-0.5,0.0,0.5,,0.0,0.0,0.0,0.0,-1.0,0.0,stable
arc_548,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_552,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_563,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_569,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_570,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_592,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_6,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_600,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_601,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_61,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_611,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_629,arc_challenge,llama3.2:3b,mcq,B,8,0.4841229182759271,0.33071891388307384,0.1534040043928533,0.1534040043928533,0.375,0.125,,-0.25,-0.75,0.25,-0.25,-0.25,-0.25,stable
arc_638,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_64,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_644,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_646,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_65,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_663,arc_challenge,llama3.2:3b,mcq,A,8,0.5,0.5,0.0,0.0,0.5,0.5,,0.0,1.0,0.0,0.0,1.0,0.0,stable
arc_664,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_676,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_689,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_692,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_694,arc_challenge,llama3.2:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_696,arc_challenge,llama3.2:3b,mcq,C,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,-0.25,0.25,-0.25,stable
arc_704,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_725,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_727,arc_challenge,llama3.2:3b,mcq,C,8,0.4330127018922193,0.4330127018922193,0.0,0.0,0.25,0.25,,0.5,0.5,0.0,0.5,0.5,0.0,stable
arc_735,arc_challenge,llama3.2:3b,mcq,D,8,0.4841229182759271,0.33071891388307384,0.1534040043928533,0.1534040043928533,0.625,0.125,,0.25,-0.75,0.25,0.25,0.25,0.25,stable
arc_740,arc_challenge,llama3.2:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_741,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,0.25,0.75,-0.25,stable
arc_743,arc_challenge,llama3.2:3b,mcq,D,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_747,arc_challenge,llama3.2:3b,mcq,C,8,0.4841229182759271,0.5,0.015877081724072872,-0.015877081724072872,0.625,0.5,,-0.25,0.75,0.25,0.0,1.0,0.0,stable
